Text,Cluster
Designated qualified observer was observed sitting on pickup tailgate and looking a cell phone and not observing crewman in bucket installing line hose.,7
[NAME] did not have a qualified observer on the ground while LMA was working aloft within neutral and primary,7
Observer got distracted by other crew member dragging brush. [NAME] went to help the crew member. [NAME] was paused and observer was sent back to observing the bucket operation. After work was completed the crew was coached by the GF and I on the importance of observing the bucket work.,7
Had a lengthy conversation with the individual designated as the qualified observer as to what that job meant for the person aloft and what the expectation was for him as the observer,7
Observer disengaged early to operate line truck. I told the operator to put their attention back in the employee in the bucket.,7
OBSERVER WAS HOLDING A HAND LINE STANDING NEAR FAST MOVING TRAFFIC. SAFER LOCATIONS WERE AVAILABLE AND WITHOUT A HANDLINE.,7
Requested laborer aiding in conduit feeding put gloves on and requested vac operator wear gloves while handling the the vacuum hose while machine was ion operation clearing observation hole. Both complied without hesitation. [NAME] was informed before observer departed and general foreman was informed after observer was complete on site.,7
The observer requested an additional blanket be placed over a cutout that was partial exposed before setting the pole.,7
[NAME] had assigned two people as the boom spotter without distinguishing who was the primary observer. The primary observer role was assigned when prompted.,7
Observer was leaning up on hydro vac truck. Hydrovac truck is grounded. Had foreman inform observer we dont lean up on equipment while working around energized equipment. Observer moved away from truck.,7
[NAME] up observer one the passenger side of truck and not once looked up while backing boom into driveway,7
Observer / ground man was dragging brush as it fell. This detracted from his ability to remain engaged as the QO. [NAME] also left the operators line of site when he was working behind the machine.,7
Observer should have been correcting and helping young trimmer but instead stood back and watched him struggle until forester intervened.,7
Discussed the importance of the Qualified observer performing only that duty while workers are engaged in hands on work.,7
Observer was not engaged while bucket was in the air working / walking around and not paying attention / not staying in line of sight / not able to communicate correctly,7
"As observer was approaching work site, yet still a distance off, heard backing alarm as pick up was backing to connect with reel cart. Once I was at location and driver was already out of truck, I pulled he and an available co - worker aside and instructed them to use proper back up observer during all backing operations.",7
Qualified observer needs to be fully engaged to stop the job and request an additional layer of protection.,7
While reviewing the THA and Documented planning meeting it was observed [NAME] was listed as qualified observer. I asked that the specific names be listed for the qualified observers. We walked over to see if a qualified observer was in place while a bucket was being operated within trigger distance to energized distribution lines. The observer was not in place. [NAME] was stopped and we discussed the need for an observer and covered the directive Use of Mobile Equipment Near Energized Facilities. An observer was designated.,7
"The observer ignored a phone call from his PSO inspector. But when the inspector called back, the foreman / observer did accept the call while observing. I recommended that he assign the other crew member on the ground to takeover as the observer and let the workers aloft know before accepting the call.",7
Qualified observer left his position to back another bucket into place while lineman aloft was still hands on the primary,7
2 lineman working at 1 location. Observer not fully engaged while removing cover up after completion. Discussed and coached both lineman about communication and QO job duties.,7
"Observer was not engaged, was helping other crew members on another project, had lineman boom down, corrected and coached on the importance of observer, reported to GF and Safety",7
There was no 3 - way communication between the workers aloft and the qualified observer prior to engaging the primary.,7
The employee aloft had a difficult time of hearing the observer at times. There was other construction in the area along with the noise of the truck. Area of opportunity with communication devices used aloft.,7
Discussed with employee - while backing in station an observer was not used and several were available - ask for observer,7
Observer was chipping while man in bucket was trimming. Coaches them on this and they both admitted to me they knew better and will not happen again. Spoke with GF and he is also aware.,7
Qualified observer did not stop lineman aloft from covering phase with line hose while his bucket was touching the covered neutral phase,7
No back up observer in place while backing. This was discussed and corrected. AEP S & H [NAME] - Transportation ( G - 8 ) 1. 49,7
had a conversation about staying engaged as the observer and not getting distracted and that whoever is the observer needs to wear the QO vest,7
Observer standing in line of fire of Jarraff and utilizing Cell Phone. Contacted GF. GF contacted crew and educated them on observer location and cell phone usage.,7
[NAME] members did not communicate with QO before performing hands - on work. This was discussed and corrected. AEP Qualified Observer policy,7
GF made recommendations to the climber and not the observer at the time of the observation. The GF then spoke with the observer about the mitigations for him to watch for in the future.,7
Qualified Oberserver was not engaged. The observer was prepping under ground riser on the ground and not watch the man in the zone.,7
"Observer was engaged, but did not notice a crew member touching the chipper while the bucket was aloft.",7
I talked to the observer and told him that he can stop the job at anytime if he feels that its on safe.,7
"a back up observer was identified, but the driver failed to use him. The driver didn't let the observer place himself in a safe location to back the driver. The driver just drove past the observer while backing down the driveway at a higher speed than needed. I stopped the driver and talked to him about the danger of what he had just done. The observer was trying to back up fast enough to keep up. Although the employee backed to the location with no events. This could have ended with an injured employee or a damaged truck.",7
Job was in progress when observer arrived. [NAME] leader did not up date observer on job briefing until prompted.,7
Observer placed himself under the primary phase while observing. I informed him to move to a different location for observation while operator was trimming overhanging limbs.,7
"A few check boxes not checked, vines, wood under tension, 10 - 12 rule, deadwood etc.... Circuit not documented. Observer not documented but did have observer.",7
one climber had safety tie in was on the limb he was cutting. The observer noticed it and told him to stop and slow down and to re tie in on another limb.,7
The crew has a stack of mats staged under an energized distribution line. A qualified observer is being used but the name is not listed on the Documented Planning Meeting ( PHAP ).,7
Observer did not recognize a hazard the trimmer was putting himself in due to the observer tasked to watching 4 trimmers at the same time with little to no training. observer has been employed with Asplundh for 4 days. This category is qualified observer. This observer was not qualified,7
Observer noticed coverup moving down the line. Asked the lineman to secure it and move it back into place.,7
Two Bucket trucks were being used to frame pole with no designated observer in place. [NAME] was present but was occupied with other tasks. Discussed with foreman that when aerial work is being conducted a designated observer ( With no other tasks ) needs to be on site.,7
Observer was dragging brush when the foreman was getting with in 10 ft of a conductor. The groundman didn't tell the cutter he was walking to the front of the yard. I had a discussion with the crew about communicating.,7
"At one time two buckets were up working in Primary wires, one bucket didnt have an Observer on the ground watching him work. Coaching wad provided to [NAME] Lead.",7
"due to location of work, it was sometime hard for the observer to see everything. Viewpoint was sometimes blocked by the bucket",7
When I arrived the crew Observer had started the chipper and was chipping limbs cut by the trimmer. The job was stopped and the observer was coached on his duties as an observer.,7
"[NAME] up observer was not in good position before backing started, I had a discussion with crew and GF.",7
"[NAME] speaker was not onsite - however; the crews were able to communicate what I needed to be aware of in [NAME]. [NAME] Zone - trips, slips falls - bees, qualified observer and job tasks",7
"This work site had issues with cleanliness and orderliness with refuse, tool and materials laid out. After Observer's arrival, ground employee undertook action to put area in order without being mentioned specifically. Maybe the Observer's attention to the area may have contributed to the responsive action?",7
Observer was clearly getting fidgety as [NAME] brought to our attention. Not sure how effective he was being - should have been switched out and given a break.,7
Qualified observer distracted while crew was working primary. This was discussed and corrected. AEP Qualified Observer Policy,7
Observer was using cell phone while observing. GF notified and spoke with foreman about importance of focusing on work being conducted and to handle phone calls while on break.,7
The qualified observer took a phone call while observing. We reminded him that he needed to assign another employee as the QO and let the employee in the bucket know before taking calls.,7
observer stepped away when work was being performed and left trimmer aloft without spotter when boom near lines.,7
[NAME] has developed a good practice of using radio communication when driver and observer are out of line of sight view.,7
[NAME] discussed who observer was during meeting but didn't have documented planning meeting. Completed as soon as I pointed this out,7
Backing with no observer and no backing plan. This was brought up to crew foremen's and GF attention.,7
"After the employee chunked the pole, he proceeded back into the air to remove the cover goods on the three phase line. The employee did not communicate with his observer what he was doing. The observer and three other guys had their backs to the employee and were talking next to a pickup truck. I blew the horn and stopped the employee before he remove the hose. I asked who his observer was and the four employees turned around and one raised his hand, which was the supervisor. [NAME] then proceeded to remove the cover goods safely. I walked across the road and discussed my findings with the supervisor. I then discussed the issues with the bucket worker. [NAME] was friendly and thanked me for the advice. I discussed the importance of having the observer engaged before touching the conductors.",7
The observer for this climber had left to help pull a rope on another tree being felled near by. The climber initially did a good job of stopping work. However the climber started to reposition himself for his next cut before the observer returned. I stopped the climber and called the observer back over and work resumed.,7
"One observer trying to spot for the mower and the Jaraaf, also noted observer was well within 300' of equipment. [NAME] [NAME], [NAME] [NAME] and myself discussed these issues with the crew. [NAME] was able to show the crew how to use VAMS to determine distances between spans to help aid in staying 300' from equipment.",7
"[NAME] [NAME] was listed as the observer or spotter on the job briefing, however, he stated in the field that the entire crew was the observer. Boom of the bucket was within MAD and no dedicated observer was present or preforming the task of spotting the operator in the bucket.",7
Qualified observer did not fully engage with lineman going aloft because the barricade was not fully / properly set up.,7
DAVID WAS USING HIS CELL PHONE WHILE WATCHING MAN IN PRIMARY. TOLD DAVID TO NOT GET ON THE PHONE WHILE HE IS PRIMARY OBSERVER. IF HE HAS TO TAKE A PHONE CALL THEN THEY NEED TO MOVE THE GUYS OUT OF THE PRIMARY UNTIL HE IS DONE TALKING ON THE PHONE.,7
Observer was not communicating with the lineman and was not engaged in the task at hand. Should have suggested more cover up.,7
"There were a few small changes to the horizontal distances, and the qualified observer needs to be listed.",7
Coached employee on not walking under suspended load. Employee walked underneath pole when moving pole while it was aloft.,8
crew was installing pole ground on pole before being set. Stopped them and told them that you cant install a pole ground before setting a pole in primary. explained this rule to them and corrected in the field.,8
"During the job briefing, hazards were identified surrounding the use of the pole puller such as: 1 ) potential of hydraulic hose rupturing 2 ) crew members being ran over by pole puller 3 ) proper procedure to lift pole 4 ) crew members staying out of the line of fire when pole is pulled 5 ) proper PPE worn.",8
Had phase in rubber hose lying against pole. Should have a blanket covering pole to provide second layer of protection.,8
A 20' pole was unloaded by hand by one person. there were 2 standing and observing and we talked about having better communication and having both employees lift the pole and take it out of the truck communicating to the forklift driver of what their intentions would have been instead of the one person just walking in the truck and removing the pole with no communication to anyone of this. [NAME] better as a team.,8
Each pole location was lacking back fill around the base of the poles. Had it addressed real time and corrected,8
after job was complete and old pole and been removed crew was cutting it up to load into bed of the pickup LCS reminded them to cut them into manageable sections and use team lift as to not over exert them selves or use the truck boom to load them,8
[NAME] did not tag devices but used a pole wrap at base of pole. Discussed with crew proper switching requirements,8
Reminded crew member to put on for shirt when butting pole. [NAME] had been working all morning not needing shirts. [NAME] member didnt realize he didnt have it on.,8
Failure to recognize the stored energy poetential and line of fire hazard when handling the suspended pole.,8
[NAME] was unsure if digger derrick would reach from road to pick up pole used as cross arm. After extending boom opposite outrigger was lifting and truck needed to be reset.,8
Pole ground was installed from pole butt to 3 / 4 of pole length. Per pole setting policy the pole ground needs to be 12' above ground level when setting pole. This was corrected before setting the pole.,8
"[NAME] was attempting to set a 40 ft pole with the x - arm attached and no pole guards they were fishing to pole up between phases with no cover up on a phases behind the digger boom, The job was stopped had them remove the arm and apply pole guards",8
it was mentioned to the crew to watch their step on uneven surfaces goings from gravel drive to where the pole was being replaced,8
Discussed that if for some unknown reason line truck winch would break that while setting push pole the pole falling would damage bucket truck,8
"Round sling was being used in the choker position, the operator set the pole down without cribbing causing the weight of the pole to also sit on the sling.",8
[NAME] work for lower level guys to get a chance in the bucket after the jumpers were cut and wire isolated off the energized pole.,8
"[NAME] was setting pole top for dead end structure. Operator was starting lift without tag line, but foreman noticed and stopped the operator from lift to add tag line.",8
The chain sling was twisted around itself creating stored energy when crew was using line truck to hold the broken pole top. I stopped the job and pointed out the stored energy. The crew boomed the line truck down until the pole was setting on the ground and the chain untwisted itself without incident. The crew thanked me and resumed work.,8
ground around where pole was to be set was very uneven and a lot of construction debris. suggested the use of an observer while LMA put pole in claws as a second set of eyes,8
NorthStar lineman was attempting to rig junk pole pieces with nylon fish tape for lifting / unloading when job was stopped,8
"LMC between building and truck while unloading pole, coached to stay out of the line of fire in case something fails",8
"[NAME] should have measured and studied the actual distance from phases before the decision was made to set pole between the phases framed out and chosen the alternative method like not to set pole framed. [NAME] failed to maintain clearance of exposed fiberglass crossarm during the hoisting of the framed pole between phases, although the street phase was being held out by a bucket truck the clearance needed was not there as first thought and discussed between crew members.",8
Had crane set up too close to steel pole base. Had to lower top of steel pole then move crane. Not an unsafe act,8
"[NAME] set out several cones, but could have used a few more due to the swinging path of the pole when moving it into position.",8
[NAME] was not using tag lines on the pole sections being moved. They were guiding using their hands.,8
Coached crew on using sling rope to try to pull pole stub from the ground. Replaced with proper equipment to pull pole.,8
broken pole by car crew decided to de - energize 3 phase to make safe and re energize when pole was removed,8
[NAME] must walk 30 yards up steep terrain to access pole. Material must be carried to pole. Tripping hazards exist and possibility for over exertion.,8
[NAME] removing pole from ground not using proper lifting techniques. The stored energy was great with the technique employee was using to free pole from ground. Had a discussion with the crew to change their techniques.,8
Lifting pole top vs using mechanical or asking for help. Stopped him when I seen him then assisted with pole top,8
[NAME] had to stop and relocate new pole to the other side of old pole due to old railroad iron in ground at work location.,8
"[NAME] was not familiar with the distribution Pole Setting policy. We had a discussion about the ground wire, which was installed all the way down the pole to the butt.",8
LMC was on pole in line of fire under porcelain cutout that was being opened by LMC in Bucket. Advised to make sure to open while climber was in clear or before ascending the pole.,8
crew was installing a long span of duples on a freshly set pole in mud. The pole pulled over and needed straightned and retamped,8
discussed importance of making sure old pole pieces and wire are secured and cant fall out of truck while driving down the road,8
"[NAME] was going to pound the cutout bracket bolt out of pole to let the cutout, arrestor, and bracket fall to ground. Stop LMA from doing this task and had them boom around the pole in better position to positively control the bracket for removal.",8
"A Line Mechanic A was cutting the old pole, and he dropped several large chunks of pole from the top of the pole ( 35 feet up; ) as he worked his way down. [NAME] was coached that he should have lowered the pieces to the ground, not just look down and drop them from the top ( air mail. )",8
"Stopped the job, communicated hazardous condition with crew members, pole ground too close to energized OH primary clearly and effectively.",8
Employee used foot to push ladder pole down while standing over open man hole instead of using ladder stick to retract pole.,8
"The crew did not document the [NAME] energy hazard of setting the pole and inspection of pole chain, prior to doing the task. I had a discussion with new LCS about the need to identify that as a critical task / high energy.",8
"Pole was held in place while general contractor crew trenched and installed PVC. Line of fire issues were discussed and mitigated, while ensuring safe trench entry & exit.",8
"I did notice that when team was pulling old pole, the employee on the ground had all proper PIPE on but was lacking overshoes. I did discuss with crew lead to correct and prevent future occurrence.",8
[NAME] to the congested area the ground worker needed to be well away from the pole to stay clear of line of fire.,8
Stopped an apprentice from walking under the pole in the strike zone while employee was aloft performing rescue.,8
large piece of old pole sawed off and laying on ground employee tried to pick it up himself and load it onto digger truck I stopped him and coached him on importance of doing a team lift to prevent a possible sprain strain event,8
"[NAME] was focused on setting the pole, but should have had a couple hoses on the other side of the pole as well to reach equipment that needed worked before the pole could be set. [NAME] stopped and moved some from the other side to compensate to work out arrestors.",8
[NAME] did not have digger barricaded while setting pole and did not have fire extinguisher set off.,8
Coached crew on using another pole plastic to add more capacity into the job. They agreed and will get another one added to their truck.,8
This pole was located in a very difficult location in a Bamboo forest that was about 8 to 10 feet in some places and this was discussed in the Tailboard,8
"The crew has an old pole pile beside the building that is stacked 3 - 4 high with no barrier to protect from rolling off. On the back side of the pile one pole has already roll off down the bank, against the chain length fence. Leadership and safety will be informed",8
"[NAME] failed to document isolation pole and station and circuit, coached crew about filling briefing out completely",8
The crew was using a back yarb machine and when they were raising and positioning the pole the out rigger started to come off the ground. The crew immediatly set the pole back down and repositoned the equipment and material so they could safely set the pole.,8
"Theres a chance of being in the line of fire, they have underground at the base of the pole and with the aerial crew aloft, theres verbal communication as well as visual.",8
Employee in bucket began to rotate towards pole to start working while crew was still tamping pole. Another crew member on the ground asked them to stop and wait until they were done and out of the line of fire.,8
[NAME] left an old pole laying in the street by the curb. I told the crew they need to pick pole up.,8
"Coached employees to never walk a pole pile while loading or picking a pole. work from ends. Communicated with employees, DSI. DHE General [NAME], and safety to communicate also",8
[NAME] was using a go track with a bucket attached on the boom. Lineman cut the top of the pole off and dropped it with a ceramic insulator on it.,8
Employee that was going to help set the pole forgot to put his overshoes on. It was pointed out to him and he got his overshoes before setting the pole.,8
Identified risks with splintered pole as hazard and to avoid cutting pole ground to ensure crew members' safety.,8
"Advice crew to install grounding set on the de - energize conductors and tag, even though they were approximately 60 ft. Across the street working on the pole.",8
"Lineman put the pole chain on the pole and instructed the operator to begin lift. I stopped the lift and explained to the lineman that the way he had the chain positioned they would have to cant the pole completely around, which could lead to a sprain.",8
After de - energizing line crew failed to ground line before lineman climbed pole to cut down old conductors and hang rigging to set pole ( lineman did have his gloves and sleeves on ),8
[NAME] got caught up in the task at hand and neglected to ensure the barricade was fully up around the line - truck while setting the pole. Talked about the importance of slowing down and confirming that the appropriate layers of protection are in place before proceeding.,8
"Coached [NAME] employees on the "" "" always moving "" "" line of fire when the pole is moving through the air, and the way the pole is rigged.",8
A couple of the pole guards were split out at the ends. The pole guards were over lapped to cover the splits. Getting new pole guards was communicated.,8
Coached and advised that Pole and Load didn't meet requirements for travel. Load was extended 18ft off back. [NAME] was gonna make correct.,8
"Employee standing on the ground, holding the tamp attached to the digger derrick while the crew was finishing the setting of the pole. I pointed out that he was holding a piece of equipment that was attached to a truck that had its boom in motion around energized conductor. The employee stated that they just wanted to be ready when they got the pole set and they didn't recognize that potential hazard.",8
Contractors stayed away from the area that the pole was being set and was advised when the pole was being set for all crews can stop work and stay away when the pole was being lifted,8
"crew had hung new primary wires on top of pole between energized conductors and fail to ground conductors that lay on the ground to the next pole, crew was advised, in to handle those wires they needed to be grounded, crew complied.",8
"QO was leaning onto a steel pole that secured red lights across loop 28, I asked QO what would happen if phase fell on steel arm? [NAME] stepped away from pole. Also saw barricades being violated. I spoke to the employees what would happen if truck became en - ergizedhe stepped back away from the truck.",8
[NAME] zone was very hazardous with all the broken pieces of pole and services hanging down not to mention AT & T and Spectrum services down.,8
While rigging a pole on uneven ground an employee was between the pole and the forklift in a pinch point. [NAME] notified. The employee was ask to stay out of the pinch point.,8
"new employee rushing around everywhere, LCS put himself in the line of fire by working under the pole while LMA and LMC aloft.",8
"LMC placed hand under pole while he was resetting pole chain for balance, coached him that operator couldn't see his hand and the be mindful of body placement",8
LMC was out of MAD and knew MAD when asked; it would not have been a bad idea to ask him prior to him climbing the pole just to make sure.,8
Pole rack was overloaded. The poles are stacked high than the standards. This poses a line of fire issue for the employees loading poles. Spoke with the stores attendant about the issue. The employee is going to talk supervision to try to develop a plan to avoid overloading pole racks.,8
When I arrived at the job the road side of the outriggers were floating and the field side ( loaded side of derrick ) were 8 inches deep in the dirt. Stopped the operator from lifting a 167kva transformer ( 1400lbs ) off the pole. [NAME] in bucket re - attached transformer to the pole and safely stowed boom. Discussed lack of proper cribbing and coached new employees and the LCS of the importance of proper truck setup.,8
[NAME] setting pole with only one form of cover up. Stopped crew and explained our rule on coverup. [NAME] made the necessary changes and proceeded to set pole.,8
"The downed conductor was isolated, tested, and grounded on both sides of the downed pole. The lateral off the pole was also grounded and the cutout open to prevent back feed. The pole that was down on the ground had a single underground service connected with the cutout still closed with the customer meter still in presenting a back feed potential. SIF - Electrical contact",8
"Pole guards were installed on the pole, however there were not enough on - site to properly cover the upper portion of the pole as it was raised between phases.",8
Tried to get to apprentice in time - Coached on putting hands on pole chain to lift and turn. Using proper tools and techniques,8
2 - stick pole pruner fell unexpectedly after cutting branch. The pole pruner was too heavy to handle. No one inside properly marked drop zone. Discussion with crew and General [NAME] they understood. The will work on improving.,8
"At 5: 40 p. m. As the welder was driving out of the bus area, he was moving without a spotter, he hit a light pole causing minor damage to the pole ( scraping off some galvanization ) and damaging the front right corner of the truck",8
"Energy source was documented, but only put the last three numbers of the pole down for x / y 196 / 213. When needing to locate pole in a hurry, it is best that we have the full pole number to help in the process of what needs done.",8
"[NAME] should have measured and studied the actual distance from phases before the decision was made to set pole between the phases framed out and chosen the alternative method like not to set pole framed. [NAME] failed to maintain clearance of exposed fiberglass crossarm during the hoisting of the framed pole between phases, although the street phase was being held out by a bucket truck the clearance needed was not there as first thought and discussed between crew members.",8
[NAME] was cutting old pole in a 10 foot section with cross arms still attached with no positive control over pole while they were cutting it. Spoke to general foreman and also foreman and crew to advise them of the safety hazard that could potentially arise.,8
[NAME] member working at base of pole while crew members working above on same pole. Needed cover up on pole mounted CT's meter equipment while removing jumpers. Pointed out to crew rubber sleeve straps were not being used correctly.,8
"Some of the crew was loading a pole at the service center, walk through was done with them when they arrived.",8
"The lineman was laying the covered - up conductors across the bucket, then using the bucket to lift the conductor while transferring it from the old pole to new pole. ( [NAME] attached picture )",8
Watched employee attempt to start working overhead while the pole was being tamped by the employees on the ground,8
Contractor employee was observed tied off to a digger derrick with fall protection. The truck was being operated at the time and had a structure pole suspended in its claws.,8
apprentice unsure how to frame dead end transformer pole out. we walked him through where to install the xfmr,8
Primary phases were not covered far enough. As the pole was passed between the phases it was outside the line hose that was installed on the phases. The hard cover did not extend toward the bottom or butt of the pole far enough for it to effectively be between the phases and the pole. Coached and corrected.,8
"The crew had to set the Go Track up on a hillside to set pole. The team tried to level the Gotrack, but there was still a slight grade issue. Had a discussion about the importance of setting up as level as possible.",8
"[NAME] was pruning a silver maple tree with 3 pole pruner sections and caused a secondary outage when he lost control of the pole pruner and the pole pruner fell into the open wire secondary's. We were not on site when this happened, we were on site to investigate the outage.",8
"Discuss with crew leader that the person making adjustments to the pole direction, needs to be addressed on the JHA. Need to point out line of fire while working near equipment. [NAME] on the digger derrick have failed before and the employee was underneath it while in motion.",8
[NAME] guy on the crew Was going to climb pole with out his shirt being tucked in. Stopped him and coached him on why we have to have our shirts tucked in while climbing a pole. [NAME] was very responsive to the peer coaching.,8
"operator of line truck got the pole butt into the weeds, informed them to make sure they keep it out of the weeds as much as possible to maintain positive control",8
"Although the crew discussed the line of fire potential, I suggested that they frame the pole farther away from the trucks next time. The risk of picking the pole, so close to the truck cause damage by inadvertent contact with the vehicle",8
"The fall from elevation was not adequately mitigated, due to utilizing an incorrect tie - off point. The may pole was not being utilized because they are at a different location, but no being used at this time. After a lengthy discussion, it was agreed upon that the may pole should have been retrieved and used for the assembly and testing.",8
Reminded employee after he came down for a break to put his rubber gloves back on since the pole was an energized pole. [NAME] did so.,8
Installing pole near or between energized lines - Working from the road a new three - phase line was being installed on the field side of an existing line. [NAME] had adequate cover on the existing line. The new pole was framed on the ground with stringing blocks hung from the cross arm. Pole guards were not used. The digger derrick's boom was extend out between the existing primary and neural lines to lift the new pole. The new pole was lift vertically and secured in the boom's pole grabbers. The poles was maneuvered into it's final position which was approximately two feet away from the energized line.,8
"Pole was set on a pole trailer then moved to a new location on site. Even though the pole was moved a short distance, the pole itself was not completely secure and 100 % strapped down, which allowed the pole to move around as it was being relocated. Communicated that loads should be 100 % secured before moving, for safe control of the load.",8
[NAME] [NAME] Pole Line transmission crew Leo's gloves and sleeves were out of date ( Tested Aug 2020 ) and he informed foreman [NAME] of need to change them out,8
[NAME] used the boom to remove the pole butt because the old pole was on a hill and they felt it was more dangerous to use the pole jack on a steep slope.,8
The crew was working a riser pole that was feeding a primary metering cabinet. The crew was working inside the cabinet to clean out and rod the duct back to the pole. The crew did not have anything documented on their job briefing of any of the work they were doing inside the URD cabinet. The briefing only discussed all the pole work.,8
The crew was working a pole with a City Of [NAME] bundled [NAME] below. They placed hoses on the [NAME] without being logged on to the City Circuit.,8
LCS communicated to apprentice about having his knees against the Pole while it was being set between energized phases.,8
Pole chain left on old pole that was loaded on pole rack. Pole chain was not secured. Pole was not flagged with warning flag.,8
While setting pole employee was between pole and truck. talked about pinch points and all was understood and mitigated.,8
"LMD lifted and pushed out two large sections of pole out the side of the line truck. LMD than exited the truck and picked up the pole section and placed on the shoulder to carry a few feet to the pole bunker. LMD should have used the equipment on hand, asked for help, or reduced the size of the load. This was all discussed and understood moving forward. Overexertion",8
[NAME] member was standing between guard rail and pole while it was being moved into position. Digger operated stopped and told the crew member to reposition himself out of the pinchpoint.,8
Employee standing in line of fire as transformer was being lifted off pole above him. Immediate correction and coaching.,8
"Pruner pole was laying on the ground, talked to crew about the importance of laying pruner pole against something or in the tree, crew understood the importance of doing this.",8
The crew was using only one pole plastic and it slid down the pole a few feet. The crew should have had one or two more pole plastics on the pole. The boom claws were within a few feet at the final resting place of the uncovered primary riser. They shouldve covered more primary potentials before setting the new pole.,8
"cut bell wire free of pole and side tap, to free up road way from it getting snagged on bottom of truck traffic.",8
Coverup was light on the E side of pole when crew moved around pole to cut on old pole. Discussed with foreman that there should be more cover up.,8
[NAME] coached crew members to not work under pole while employees are overhead working at same time. ( stapling straps to conduit. ),8
While making energized connections below the transformer in close proximity to the pole ground no secondary blanket was utilized. Stopped the task and advised servicer to cover up the section of pole in question.,8
[NAME] installed a full pole ground instead of stopping at 12 feet above ground level. I reviewed the pole ground requirements and how it protects the worker handling the butt of the pole with the foreman. Their safety coordinator and I will be covering the policy in detail with all of the foremen on [NAME].,8
I observed the apprentice load the heavy pole stand onto the back of the line truck. I suggested that in the future he consider asking for help so as not to take a chance of straining himself.,8
"Lifting and rigging - When excavating pole hole hydro vac crew discovered an old pole butt. The crew broke the pole butt free using the hydro vac then lifted the pole butt out of the hole with the assistance of the hydro vac boom. A rated chain sling was place around the pole butt then attached to a coupling band bolt used to connect the lower vac pipe. There were no visible lifting ratings on the boom or truck. I questioned the operator if the boom could be used in this manner. [NAME] responded, this was how they remove rocks and concrete pieces at times. Sometimes suction is used to attach to an object to be lifted.",8
"[NAME] talked about take off pole being bad looking and kicked pole and said wasnt rotten before working pole had them preform a ground test and discovered pole was hollow, coached on testing all pole before working",8
"[NAME] members were putting themselves in line of fire while trying to get pole positioned on downhill side of bell wires. Pole needed to be lowered below bell and brought back up on downhill side of bell cable, equipment was positioned on uphill side of bell cables. [NAME] had difficulty controlling pole while positioning pole to be set.",8
Employee was grabbing vines with his hands and pulling them off the utility pole. The vines went all the way to the neutral wire. I Paused the job to explain the hazards that could be encountered and advised to only use pruners to cut the vines never to pull vines from the pole,8
[NAME] was lifting pole pieces to move in place. When crew lifted up the pole piece it began to swing towards the crane.,8
Newer employees loading pole had a great discussion on how they wanted to load the pole so when they got to the job site it would be properly positioned. This required them to spin the pole and as they were doing so they did not recognize the pinch point and line of fire potential that they were about to be exposed to. We stopped for a moment and had a good discussion on different ways to accomplish the task and that using a sling rope to control the pole would eliminate pinch points. Great discussion and appreciation for conversation.,8
The bucket driver didn't do a complete circle for safety. [NAME] just looked at the drivers side front and back before backing to the transformer pole.,8
"Reminded LMB that he needed hot boots on to set pole, [NAME] thanked me for reminding him after a long night of work.",8
Boom truck was not barricaded while the boom was holding the existing pole. Conductors were being removed from the old pole and transferred to the new pole. Employees tend to reach across the barricade.,8
[NAME] member within 10' of base of pole while workers were aloft. Discussed helping to remind each other to stay out from under bucket while work is being done.,8
"The crew used option two to set the pole, this was a double circuit tangent pole. They shouldve used option one.",8
[NAME] was using a hydrovac truck to remove dirt to pull a pole. The process was not complete before end of the shift. The excavation around the pole was still around 7' deep. A proper barricade was not installed before leaving. The crew used red tape wrapped around a shovel and the other pole to cover about half of the excavation.,8
Pole pruner stored with sharp end facing out. Employee grabbed the sharp end to pull it out to use it.,8
[NAME] was utilizing hand line and members got underneath the pole when guy in bucket was bout to cut pole with saw. Spoke with Line Mechanic A about throwing items out of bucket no matter how small it is,8
"pole set policy option not selected or documented. no overshoes used while setting pole, corrected at job site",8
"Pole plastics were used, but phases werent layed out to set pole. Pole setting policy wa shot followed.",8
Talked about getting all your connection ready on pole before having transformer off so outage was limited,8
"Coached apprentice on wearing hot boots while setting pole near energized equipment, and what could happen worst case.",8
[NAME] was going to cut pole off and pick a large chunk of pole with the arms on it. I stopped them and coached them on not knowing the weight being lifted. Instructed them to take arms apart and saw smaller pieces.,8
Digger derrick was being solely used to attempt pulling a pole. DSS was reminded of pole pulling policy and was suggested to use proper pole pulling methods such as a pole jack. DSS was was receptive and informed crew to make adjustments,8
Apprentice was not sure of the best place to stand in case pole got away and broke so we discussed this with him,8
In discussing plan to set pole in primary Chain foreman said he was not aware that rubber gloves and sleeves were no longer an option for groundman handling pole butt ( di - electric overshoes are required ),8
[NAME] did not have required minimum distance when setting a pole and only used line hose. Pole guards were also needed. Addressed on site and with supervisor.,8
"Talked about a good practice procedure, use a rope sling to control a pole while loading the pole, instead of man - handling it, keeps you out of the line of fire.",8
We discussed the limited control that the backhoe had while lifting the pole sections into the dumpster.,8
Talked with employee that climbed about the importance of proper position on the pole and the stress it puts on your body when you are not.,8
I noticed while crew was getting ready to top pole that the jib line of the bucket truck was being used to choke the pole and hooked back to itself.,8
[NAME] had no pole puller on truck and in planning the days work failed to recognize that sub station didnt want poles left in yard,8
